52;55;158
561;565;158
96;97;158
250;251;159
382;386;159
69;73;159
414;418;160
19;21;160
278;280;160
312;314;161
386;387;161
649;651;162
634;636;162
73;75;162
57;61;163
718;720;164
230;231;164
695;699;164
100;101;165
610;612;165
640;641;165
67;71;165
110;112;166
433;437;166
22;25;167
657;658;168
298;299;168
720;723;168
251;253;168
499;500;168
484;485;170
506;509;170
123;124;170
352;356;170
620;623;171
302;305;171
434;436;171
470;473;171
225;227;171
100;102;172
660;661;172
201;205;172
453;456;173
636;637;173
16;19;174
68;70;174
552;556;174
710;713;174
589;592;175
47;51;175
83;87;175
126;128;175
722;726;175
580;583;175
92;93;175
588;591;175
80;82;176
489;491;176
613;614;178
337;339;178
381;385;178
521;525;178
685;689;179
714;716;179
205;208;179
445;447;179
114;115;180
155;156;180
294;297;180
703;707;180
214;215;181
91;92;181
74;76;181
661;662;182
151;154;182
494;497;182
202;206;182
667;671;183
214;218;183
656;660;183
45;47;184
110;111;184
481;482;184
537;540;185
184;187;185
613;617;185
369;370;185
157;161;185
475;477;185
618;622;186
728;731;186
202;203;187
725;729;187
579;583;188
678;681;189
248;250;189
188;192;189
642;645;190
353;357;190
341;345;190
178;181;190
247;248;191
74;78;191
198;202;192
466;469;192
725;728;193
589;593;193
179;180;193
576;578;193
307;308;194
13;17;194
546;549;194
152;155;194
394;396;194
633;636;195
368;370;195
276;277;196
146;149;196
693;695;196
296;297;196
571;572;197
323;326;197
134;136;197
474;477;197
443;445;198
228;229;198
566;570;198
82;85;199
302;304;199
611;613;200
485;486;200
674;675;200
99;100;200
493;497;200
563;567;201
61;64;201
216;219;201
5;7;201
340;344;201
120;124;201
236;238;201
587;589;203
122;124;205
532;535;205
664;666;205
231;234;205
735;738;205
189;190;206
555;559;206
403;406;206
173;177;206
51;54;206
108;111;207
556;558;207
299;300;207
638;640;207
245;249;207
320;324;208
123;125;208
601;605;209
181;185;209
500;501;210
330;332;210
246;250;210
201;204;210
85;87;210
517;519;211
209;210;211
266;269;212
61;62;212
136;137;212
333;334;213
269;271;213
430;431;214
401;403;215
687;689;215
567;568;216
124;126;216
595;598;216
46;50;216
740;742;216
516;519;216
426;430;216
415;416;217
643;645;217
147;151;217
665;666;217
35;37;217
3;7;217
222;225;218
27;29;219
581;582;219
32;33;219
240;241;220
689;692;221
132;133;222
704;707;222
192;196;222
674;678;223
586;590;224
525;529;224
468;470;225
282;283;225
331;332;226
592;594;226
347;348;226
212;215;226
185;188;227
400;402;227
28;32;227
48;49;227
626;628;227
551;554;227
79;80;228
459;460;228
570;572;228
488;489;229
230;233;230
547;550;231
703;706;231
307;311;231
500;503;231
15;17;232
7;10;232
276;279;232
584;586;233
9;11;233
158;159;234
641;644;235
312;316;235
29;33;235
226;227;236
711;712;236
691;693;236
666;670;237
548;551;237
622;626;238
536;540;239
168;171;239
337;340;239
330;333;240
183;186;240
242;244;241
252;256;241
101;105;243
100;103;243
556;560;243
605;606;243
219;222;243
428;431;244
612;614;244
20;24;244
533;537;245
272;276;245
324;325;246
649;652;246
219;220;246
686;690;246
587;591;247
693;697;247
142;144;248
380;383;248
692;696;249
280;282;249
480;484;250
615;616;250
607;608;251
452;454;253
243;247;255
513;516;256
398;401;259
406;410;259
526;530;260
544;545;260
457;460;260
551;555;260
447;449;261
105;109;261
95;97;262
361;365;262
166;169;263
596;599;263
464;466;263
144;148;263
264;268;264
208;211;264
738;740;264
546;547;264
450;452;264
522;523;264
355;357;266
706;710;267
45;49;267
236;239;267
748;749;267
56;59;268
301;303;268
635;637;270
600;602;270
408;411;270
458;462;271
343;344;271
165;167;272
241;242;273
156;160;274
739;743;274
182;183;275
165;168;276
7;9;276
487;488;276
407;409;276
82;84;277
364;367;277
263;265;277
744;745;278
210;212;278
403;405;279
448;452;280
321;322;280
502;504;281
481;483;282
404;408;282
335;339;282
399;400;283
167;170;283
133;135;284
346;347;284
441;445;284
61;65;284
747;749;285
592;596;285
643;647;286
705;706;287
334;338;287
41;43;287
257;259;288
115;116;288
268;272;288
170;174;289
454;458;289
322;326;290
315;319;290
305;309;290
391;392;290
681;685;291
370;371;291
59;60;291
742;745;292
534;535;292
465;469;292
371;373;292
317;319;292
55;59;293
715;717;293
44;48;294
668;669;294
714;715;294
746;750;295
505;507;296
367;371;297
697;701;297
659;663;297
509;510;297
217;218;299
130;133;299
242;245;300
29;31;300
627;628;301
196;198;302
639;642;302
501;505;303
21;25;304
397;400;304
78;81;304
360;364;305
119;120;305
480;483;305
42;46;305
391;395;306
392;393;306
35;38;306
706;709;306
477;478;306
35;39;307
380;382;309
472;475;309
515;519;310
437;438;310
103;106;311
657;659;312
291;295;312
583;587;312
227;230;313
115;117;314
583;584;314
428;429;314
41;45;314
415;419;315
717;718;315
107;111;315
324;327;316
194;198;317
680;684;318
461;464;319
371;374;319
734;737;319
469;472;320
289;290;321
408;412;322
711;713;322
731;733;322
213;216;322
451;455;323
198;199;323
116;118;324
345;346;324
375;379;324
451;453;327
569;571;329
304;308;329
683;685;332
673;675;333
351;353;333
552;553;336
97;98;337
281;283;338
547;548;339
490;494;339
495;498;341
550;553;341
425;428;342
708;712;342
628;632;342
139;142;342
235;238;343
593;597;344
40;44;345
636;639;345
574;577;346
288;290;347
190;191;349
264;267;349
417;421;350
291;293;351
174;175;351
1;4;352
678;680;353
630;633;353
158;160;355
346;349;355
713;717;357
301;304;357
26;28;358
583;585;358
329;331;359
570;574;361
313;316;362
294;298;363
389;393;364
675;679;364
221;224;364
572;573;367
514;517;371
412;415;371
653;656;372
196;200;374
419;420;375
384;388;375
606;609;376
328;331;376
557;561;376
150;152;376
541;543;376
541;544;377
535;538;380
119;121;380
412;414;381
700;702;382
631;634;383
104;108;384
309;312;384
496;500;385
127;130;386
602;604;388
511;515;390
676;677;391
208;209;391
627;629;392
492;494;392
288;292;393
149;150;393
409;413;394
598;600;395
573;576;395
517;520;398
86;87;399
652;656;399
341;342;399
355;358;399
153;154;400
423;424;400
364;366;403
621;624;403
159;162;406
424;426;407
542;546;414
671;675;414
495;496;415
237;240;422
620;621;424
270;273;426
232;233;429
423;427;430
540;541;430
420;421;435
93;96;435
326;328;437
88;91;438
604;607;441
522;526;450
420;423;454
422;423;469
92;94;471
220;223;477
164;167;486
680;682;487
355;359;491
193;196;492
619;620;495
85;89;503
460;463;507
446;447;523
162;165;527
732;736;544
197;201;630
437;440;636
281;285;740
Cost: 172085
Number of edges: 749
Time of execution: 9153
 ms
